Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Returns
2018-01-02,56.59000015258789,56.75,56.04999923706055,56.220001220703125,51.873783111572266,10073000,0.0,0,
2018-01-03,56.22999954223633,56.2599983215332,55.959999084472656,56.13999938964844,51.79996871948242,10582500,0.0,0,-0.0014229614202434515
2018-01-04,56.439998626708984,57.41999816894531,56.380001068115234,57.04999923706055,52.63961410522461,15030200,0.0,0,0.0162093801694978
2018-01-05,57.38999938964844,57.38999938964844,56.59000015258789,56.9900016784668,52.584251403808594,9499100,0.0,0,-0.001051730761273184
2018-01-08,57.209999084472656,57.25,56.5,56.65999984741211,52.279762268066406,11109300,0.0,0,-0.005790500532258824
2018-01-09,56.810001373291016,57.099998474121094,56.56999969482422,56.79999923706055,52.408939361572266,10631700,0.0,0,0.002470881425273186
2018-01-10,56.54999923706055,57.369998931884766,56.459999084472656,57.29999923706055,52.87028503417969,9062400,0.0,0,0.008802804983794266
2018-01-11,57.29999923706055,57.61000061035156,57.15999984741211,57.599998474121094,53.1470947265625,7106300,0.0,0,0.005235638359124772
2018-01-12,57.95000076293945,58.810001373291016,57.88999938964844,58.65999984741211,54.125144958496094,12343100,0.0,0,0.018402703609022852
2018-01-16,61.75,63.779998779296875,61.25,62.06999969482422,57.27153396606445,48091300,0.0,0,0.058131742833779976
2018-01-17,62.290000915527344,62.59000015258789,61.88999938964844,62.029998779296875,57.234622955322266,21889900,0.0,0,-0.0006444913936487495
2018-01-18,62.0,62.119998931884766,60.630001068115234,61.130001068115234,56.404197692871094,19905800,0.0,0,-0.014509141837090622
2018-01-19,61.47999954223633,61.47999954223633,60.63999938964844,61.279998779296875,56.542598724365234,12161900,0.0,0,0.0024537363734478124
2018-01-22,60.95000076293945,61.439998626708984,60.720001220703125,61.25,56.514923095703125,12247500,0.0,0,-0.0004894650986422278
2018-01-23,61.029998779296875,62.130001068115234,60.869998931884766,61.70000076293945,56.930137634277344,11181500,0.0,0,0.007346989358387512
2018-01-24,62.0099983215332,62.11000061035156,60.959999084472656,61.18000030517578,56.4503288269043,13482100,0.0,0,-0.008428028234454099
2018-01-25,61.29999923706055,61.380001068115234,60.95000076293945,61.29999923706055,56.56105422973633,9402300,0.0,0,0.001961466038073123
2018-01-26,61.4900016784668,62.08000183105469,61.34000015258789,62.040000915527344,57.24384689331055,10553700,0.0,0,0.012071781066896214
2018-01-29,61.95000076293945,62.13999938964844,61.560001373291016,61.630001068115234,56.86554718017578,8776900,0.0,0,-0.006608565525650811
2018-01-30,60.790000915527344,61.25,60.439998626708984,60.650001525878906,55.96131134033203,13040700,0.0,0,-0.015901294978815983
2018-01-31,60.77000045776367,60.79999923706055,58.900001525878906,59.25,54.669532775878906,14869000,0.0,0,-0.023083421984111396
2018-02-01,59.16999816894531,60.34000015258789,59.06999969482422,59.86000061035156,55.23237991333008,13368000,0.0,0,0.01029544444359165
2018-02-02,59.40999984741211,59.970001220703125,58.279998779296875,58.560001373291016,54.03288269042969,12264100,0.0,0,-0.02171728295580644
2018-02-05,58.27000045776367,58.95000076293945,55.81999969482422,56.400001525878906,52.03986740112305,19605700,0.0,0,-0.03688522969846364
2018-02-06,55.13999938964844,56.77000045776367,54.33000183105469,55.459999084472656,51.17253112792969,31006200,0.0,0,-0.01666676562620606
2018-02-07,55.16999816894531,56.709999084472656,55.09000015258789,55.880001068115234,51.56005859375,13692500,0.0,0,0.007572958719816114
2018-02-08,56.040000915527344,56.459999084472656,54.709999084472656,54.72999954223633,50.49897003173828,20870000,0.0,0,-0.020579661679056782
2018-02-09,55.150001525878906,55.40999984741211,53.36000061035156,54.869998931884766,50.62814712524414,18580500,0.0,0,0.002558014419396626
2018-02-12,55.349998474121094,55.88999938964844,54.959999084472656,55.43000030517578,51.14484786987305,12652200,0.0,0,0.010205800013788568
2018-02-13,55.22999954223633,55.369998931884766,54.77000045776367,54.900001525878906,50.65582275390625,17039400,0.0,0,-0.009561571425747761
2018-02-14,54.310001373291016,55.099998474121094,54.220001220703125,54.900001525878906,50.65582275390625,11446700,0.0,0,0.0
2018-02-15,55.43000030517578,55.9900016784668,54.83000183105469,55.9900016784668,51.66156005859375,10099900,0.0,0,0.0198543276964136
2018-02-16,55.970001220703125,56.9900016784668,55.91999816894531,56.290000915527344,51.9383659362793,11731300,0.0,0,0.005358062694421184
2018-02-20,56.119998931884766,56.13999938964844,54.95000076293945,54.97999954223633,50.72964096069336,13467000,0.0,0,-0.023272295032709778
2018-02-21,55.029998779296875,55.439998626708984,54.54999923706055,54.54999923706055,50.33287811279297,10729900,0.0,0,-0.007821124699222914
2018-02-22,54.599998474121094,55.06999969482422,54.41999816894531,54.56999969482422,50.351341247558594,10815800,0.0,0,0.00036682056456727175
2018-02-23,54.81999969482422,55.0,54.56999969482422,54.869998931884766,50.62814712524414,9064100,0.0,0,0.0054974876701814335
2018-02-26,55.0,56.189998626708984,55.0,56.060001373291016,51.72614669799805,12142200,0.0,0,0.021687532234542672
2018-02-27,55.90999984741211,55.959999084472656,54.70000076293945,54.720001220703125,50.4897346496582,9288600,0.0,0,-0.02390303796566573
2018-02-28,55.060001373291016,55.16999816894531,54.209999084472656,54.220001220703125,50.02839279174805,11266800,0.0,0,-0.009137339720863058
2018-03-01,54.2599983215332,54.810001373291016,53.41999816894531,53.70000076293945,49.54859161376953,13023400,0.0,0,-0.009590577494179575
2018-03-02,53.47999954223633,54.43000030517578,53.119998931884766,54.36000061035156,50.157569885253906,8927200,0.0,0,0.012290526363117449
2018-03-05,54.2400016784668,54.709999084472656,54.08000183105469,54.400001525878906,50.19447708129883,13114100,0.0,0,0.0007358250435449687
2018-03-06,54.4900016784668,54.709999084472656,53.81999969482422,54.29999923706055,50.102210998535156,9271900,0.0,0,-0.0018381720087298214
2018-03-07,53.84000015258789,54.58000183105469,53.75,54.470001220703125,50.259071350097656,12230500,0.0,0,0.0031308069731110777
2018-03-08,54.52000045776367,54.81999969482422,54.36000061035156,54.7599983215332,50.52664566040039,7352100,0.0,0,0.005323900802679971
2018-03-09,55.029998779296875,55.189998626708984,54.70000076293945,55.13999938964844,50.87726974487305,8816800,0.0,0,0.006939389700026277
