Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Returns
2018-01-02,91.91999816894531,91.93000030517578,90.55000305175781,90.6500015258789,83.11578369140625,7558900,0.0,0,
2018-01-03,90.7300033569336,91.08999633789062,90.5199966430664,90.54000091552734,83.0149154663086,5863600,0.0,0,-0.001213586885881579
2018-01-04,90.83000183105469,91.7699966430664,90.61000061035156,91.18000030517578,83.60171508789062,6322500,0.0,0,0.0070686046993588825
2018-01-05,91.2699966430664,91.30000305175781,90.56999969482422,91.23999786376953,83.65673065185547,5949700,0.0,0,0.0006580674081506643
2018-01-08,90.93000030517578,91.7699966430664,90.93000030517578,91.72000122070312,84.09684753417969,4860700,0.0,0,0.0052609859230072775
2018-01-09,91.47000122070312,91.6500015258789,91.01000213623047,91.05000305175781,83.48253631591797,6630100,0.0,0,-0.0073048067350210966
2018-01-10,90.91000366210938,90.91000366210938,90.01000213623047,90.47000122070312,82.95072174072266,6564700,0.0,0,-0.0063703691653880234
2018-01-11,90.4000015258789,90.5199966430664,89.91999816894531,90.1500015258789,82.65733337402344,5469700,0.0,0,-0.003536899505422686
2018-01-12,90.05000305175781,90.33999633789062,89.3499984741211,89.61000061035156,82.16220092773438,8111000,0.0,0,-0.005990181706547415
2018-01-16,90.13999938964844,90.7699966430664,89.63999938964844,90.22000122070312,82.72151947021484,9465300,0.0,0,0.006807492206451604
2018-01-17,90.55999755859375,91.7300033569336,90.43000030517578,91.19999694824219,83.62006378173828,8345500,0.0,0,0.010862280060595086
2018-01-18,90.23999786376953,90.6500015258789,89.66999816894531,90.18000030517578,83.31517791748047,7699800,0.69,0,-0.003646085047885328
2018-01-19,90.27999877929688,91.26000213623047,90.23999786376953,91.06999969482422,84.13743591308594,9364000,0.0,0,0.009869246110473018
2018-01-22,90.87999725341797,91.91999816894531,90.7699966430664,91.88999938964844,84.89500427246094,8658000,0.0,0,0.009003939223410251
2018-01-23,89.81999969482422,90.20999908447266,88.5999984741211,89.05000305175781,82.27120971679688,18756300,0.0,0,-0.030906348119652427
2018-01-24,89.05999755859375,89.16000366210938,87.69999694824219,88.30999755859375,81.58753204345703,15141900,0.0,0,-0.00831004765449872
2018-01-25,88.68000030517578,89.05000305175781,88.01000213623047,88.33999633789062,81.61524963378906,11264400,0.0,0,0.0003397282604071794
2018-01-26,88.16999816894531,88.16999816894531,87.2300033569336,87.7300033569336,81.05168914794922,11503100,0.0,0,-0.006905088060975895
2018-01-29,87.69000244140625,87.73999786376953,86.69000244140625,86.86000061035156,80.24790954589844,11685800,0.0,0,-0.009916876631449134
2018-01-30,86.81999969482422,87.44000244140625,86.62999725341797,86.94999694824219,80.3310546875,9662900,0.0,0,0.0010361035206032376
2018-01-31,86.80999755859375,87.41000366210938,86.08000183105469,86.33999633789062,79.76750183105469,11798100,0.0,0,-0.0070153797760731385
2018-02-01,86.1500015258789,86.5,85.55999755859375,85.8499984741211,79.3147964477539,8606300,0.0,0,-0.005675311034054942
2018-02-02,85.55999755859375,85.61000061035156,84.20999908447266,84.25,77.83659362792969,12846300,0.0,0,-0.01863716337969723
2018-02-05,83.98999786376953,84.37000274658203,80.0999984741211,81.05999755859375,74.88941955566406,17462200,0.0,0,-0.03786360547011536
2018-02-06,80.52999877929688,82.44999694824219,80.12000274658203,82.37999725341797,76.10894775390625,19955500,0.0,0,0.01628438577142033
2018-02-07,82.30000305175781,83.38999938964844,81.81999969482422,81.83999633789062,75.61003875732422,11851800,0.0,0,-0.006555195036925587
2018-02-08,82.02999877929688,82.22000122070312,80.1500015258789,80.22000122070312,74.1133804321289,14596100,0.0,0,-0.019794439333630565
2018-02-09,80.9800033569336,81.02999877929688,78.58999633789062,79.91999816894531,73.83619689941406,18838800,0.0,0,-0.003739993117284457
2018-02-12,80.61000061035156,81.66999816894531,80.58000183105469,81.33000183105469,75.13887786865234,10769000,0.0,0,0.017642850308404956
2018-02-13,81.1500015258789,81.83000183105469,80.91000366210938,81.5,75.29593658447266,9278700,0.0,0,0.002090245692713877
2018-02-14,81.05999755859375,81.26000213623047,80.2699966430664,80.68000030517578,74.53836059570312,9412000,0.0,0,-0.01006131304203417
2018-02-15,80.97000122070312,82.41000366210938,80.5,82.41000366210938,76.13665771484375,8910700,0.0,0,0.021442611648112342
2018-02-16,82.20999908447266,83.25,82.12999725341797,82.5999984741211,76.31221008300781,10371700,0.0,0,0.0023057535415011987
2018-02-20,82.19000244140625,82.22000122070312,81.06999969482422,81.33999633789062,75.14810943603516,7087700,0.0,0,-0.015254448085128436
2018-02-21,81.30999755859375,81.80999755859375,80.19000244140625,80.23999786376953,74.13185119628906,9134500,0.0,0,-0.013523403946856694
2018-02-22,80.47000122070312,81.27999877929688,80.16999816894531,80.83999633789062,74.68617248535156,10277700,0.0,0,0.007477505014608976
2018-02-23,81.01000213623047,81.12000274658203,80.4800033569336,81.05000305175781,74.88021850585938,10321800,0.0,0,0.0025981518941256
